"Internal - All"
"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.sportwettentest.net/wp-content/uploads/2017/06/SWT-Betfair-Wettangebot-Livewetten-2017.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","63619","0","0.0","3","","0","0","0.0","0","0","0","0","","0.071","Fri, 09 Jun 2017 09:11:28 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2017/06/SWT-Betfair-Wettangebot-Livewetten-2017.jpg"
"https://www.sportwettentest.net/xtip-fussball-wetten/","text/html; charset=UTF-8","200","OK","Indexable","","XTiP Fußball Wetten - Test, Bewertung & Erfahrungen","51","435","Wie schlägt sich der relativ junge Buchmacher XTiP in Sachen Fußball? Ist das Angebot konkurrenzfähig? Hat XTiP noch Nachholbedarf?","131","791","","0","XTiP Fußball Wetten – Test, Bewertung & Erfahrungen","51","","0","Die Fußballwetten von XTiP im Sportwetten Test","46","","0","","","https://www.sportwettentest.net/xtip-fussball-wetten/","","","82857","1708","14.935371","2","1","17","16","0.6","119","99","12","11","ff9a35a997fad1127b17c23246c49610","0.091","Fri, 21 Dec 2018 14:58:17 GMT","","","https://www.sportwettentest.net/xtip-fussball-wetten/"
"https://www.sportwettentest.net/wp-content/uploads/2016/06/20080612_PD5275.HR_.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","160173","0","0.0","5","","0","0","0.0","0","0","0","0","","0.105","Wed, 08 Jun 2016 14:50:36 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/06/20080612_PD5275.HR_.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2016/03/twitter-tschechien-erfolgreiche-em-quali.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","55154","0","0.0","4","","0","0","0.0","0","0","0","0","","0.104","Mon, 21 Mar 2016 17:02:52 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/03/twitter-tschechien-erfolgreiche-em-quali.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/Mybet-Fussball-Wetten-Deutschland.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","61447","0","0.0","4","","0","0","0.0","0","0","0","0","","0.065","Fri, 02 Sep 2016 13:41:32 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/Mybet-Fussball-Wetten-Deutschland.jpg"
"https://www.sportwettentest.net/wm-2018-spiele/daenemark-frankreich/","text/html; charset=UTF-8","200","OK","Indexable","","Dänemark vs. Frankreich - Wettquoten WM 2018 Gruppe C | Sportwetten Test","72","626","Die besten Quoten im Vergleich für Dänemark gegen Frankreich - WM 2018 - 3. Spieltag der Gruppe C am 26.06.2018 auf sportwettentest.net","135","818","","0","Dänemark vs. Frankreich – Wettquoten WM 2018 Gruppe C","53","","0","Wettquoten Vergleich – Dänemark vs. Frankreich","46","","0","","","https://www.sportwettentest.net/wm-2018-spiele/daenemark-frankreich/","","","74847","1275","12.055259","4","1","5","5","0.19","121","97","11","10","9073abfb5bb8ac0ed7adbe62451be29c","0.973","","","","https://www.sportwettentest.net/wm-2018-spiele/daenemark-frankreich/"
"https://www.sportwettentest.net/champions-league-wetten/schalke-04-fc-porto-wettquoten-gruppenphase-2018/","text/html; charset=UTF-8","200","OK","Indexable","","Schalke 04 vs. FC Porto Wettquoten - Champions League 2018","58","507","Wettquoten Vergleich, Sportwetten Analyse & Vorhersage Schalke 04 - FC Porto ➠ Champions League 2018 Gruppe D - alle Quoten der Wettanbieter","140","867","","0","Schalke 04 vs. FC Porto Wettquoten – Champions League 2018","58","","0","Wettquoten Schalke – Porto: Quoten Vergleich","44","About the Author","16","","","https://www.sportwettentest.net/champions-league-wetten/schalke-04-fc-porto-wettquoten-gruppenphase-2018/","","","86442","1652","13.07929","4","1","31","18","0.68","131","105","11","10","18cde0ad9392160e76ef13008fa530cd","0.709","","","","https://www.sportwettentest.net/champions-league-wetten/schalke-04-fc-porto-wettquoten-gruppenphase-2018/"
"https://www.sportwettentest.net/wettstrategien/strategie-fuer-basketball-wetten/","text/html; charset=UTF-8","200","OK","Indexable","","Strategie für Basketball Wetten | Sportwetten Test","50","401","Erfolgreiche Basketball Wetten - was kann bei der Wettstrategie berücksichtigt werden? Hinweise und Strategien zu Sportwetten auf Basketball","140","829","","0","Strategie für Basketball Wetten","31","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettstrategien/strategie-fuer-basketball-wetten/","","","84329","2023","17.08902","2","1","61","43","1.62","153","128","11","10","3e597aa1f8d710d019b9e60a1360bb04","0.075","Thu, 20 Dec 2018 17:21:16 GMT","","","https://www.sportwettentest.net/wettstrategien/strategie-fuer-basketball-wetten/"
"https://www.sportwettentest.net/wettanbieter-news/augsburg-liverpool-wettquoten-europa-league-1516/","text/html; charset=UTF-8","200","OK","Indexable","","FC Augsburg vs. FC Liverpool Wettquoten – Europa League 15/16 | Sportwetten Test","80","683","Wettquoten Vergleich Europa League 2015/16 - Zwischenrunde Hinspiel: FC Augsburg gegen FC Liverpool - die Quoten der Wettanbieter","129","787","","0","FC Augsburg vs. FC Liverpool Wettquoten – Europa League 15/16","61","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettanbieter-news/augsburg-liverpool-wettquoten-europa-league-1516/","","","71888","979","9.503673","7","1","16","6","0.23","102","90","11","10","1f368fed2c01af6e58552decc277644e","0.099","Fri, 21 Dec 2018 03:25:29 GMT","","","https://www.sportwettentest.net/wettanbieter-news/augsburg-liverpool-wettquoten-europa-league-1516/"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/hourglass-sanduhr.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","750","0","0.0","2","","0","0","0.0","0","0","0","0","","0.062","Tue, 06 Sep 2016 15:12:16 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/hourglass-sanduhr.png"
"https://www.sportwettentest.net/wp-content/uploads/2016/05/Tabellenstand-Bundesliga-Spieltag-33.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","56279","0","0.0","8","","0","0","0.0","0","0","0","0","","0.069","Tue, 03 May 2016 12:53:34 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/05/Tabellenstand-Bundesliga-Spieltag-33.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/10/betsafe_kundensupport_faq.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","18023","0","0.0","3","","0","0","0.0","0","0","0","0","","0.075","Wed, 14 Oct 2015 12:08:02 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/10/betsafe_kundensupport_faq.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/06/sportwetten-news-02.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","20617","0","0.0","2","","0","0","0.0","0","0","0","0","","0.058","Tue, 01 Sep 2015 14:25:00 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/06/sportwetten-news-02.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2018/10/SWT-Wetten-com-Fussballwetten-Auswahl.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","29261","0","0.0","3","","0","0","0.0","0","0","0","0","","0.121","Fri, 05 Oct 2018 09:29:21 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/10/SWT-Wetten-com-Fussballwetten-Auswahl.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/Tipico-Live-Wetten-Center.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","68655","0","0.0","3","","0","0","0.0","0","0","0","0","","0.078","Thu, 08 Sep 2016 12:50:58 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/Tipico-Live-Wetten-Center.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2016/03/pro-contra.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","497","0","0.0","2","","0","0","0.0","0","0","0","0","","0.076","Thu, 10 Mar 2016 12:35:46 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/03/pro-contra.png"
"https://www.sportwettentest.net/wp-content/uploads/2018/06/Löw-Wette-Bet90.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","10101","0","0.0","4","","0","0","0.0","0","0","0","0","","0.068","Tue, 16 Oct 2018 11:41:46 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/06/L%C3%B6w-Wette-Bet90.jpg"
"https://www.sportwettentest.net/wettanbieter-news/leicester-fan-sahnt-mit-ladbrokes-langzeitwette-so-richtig-ab/","text/html; charset=UTF-8","200","OK","Indexable","","Leicester-Fan sahnt mit Ladbrokes Langzeitwette so richtig ab! | Sportwetten Test","81","652","Ladbrokes: Engländer landet vierstelligen Traumgewinn mit Premier League Wette auf Leicester City.","98","581","","0","Leicester-Fan sahnt mit Ladbrokes Langzeitwette so richtig ab!","62","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettanbieter-news/leicester-fan-sahnt-mit-ladbrokes-langzeitwette-so-richtig-ab/","","","68362","762","8.175594","2","1","17","7","0.26","96","85","11","10","baecad07c1f684c27df0f0dddca1a0d9","0.523","","","","https://www.sportwettentest.net/wettanbieter-news/leicester-fan-sahnt-mit-ladbrokes-langzeitwette-so-richtig-ab/"
"https://www.sportwettentest.net/wp-content/uploads/2017/09/deutschland.gif","image/gif","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","203","0","0.0","2","","0","0","0.0","0","0","0","0","","0.112","Thu, 28 Sep 2017 09:14:37 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2017/09/deutschland.gif"
"https://www.sportwettentest.net/wettarten-volleyballwetten/","text/html; charset=UTF-8","200","OK","Indexable","","Wetten auf Volleyball: alle Wettarten bei Volleyball-Wetten | Sportwetten Test","78","615","Welche Wettmöglichkeiten stehen bei Volleyball-Wetten zur Auswahl? Erfahrungsbericht zu den unterschiedlichen Wettarten im Volleyball.","134","804","","0","Wetten auf Volleyball: alle Wettarten bei Volleyball-Wetten","59","","0","Gründe für die Beliebtheit von Volleyball Sportwetten:","54","Welche Wettarten gibt es beim Volleyball?","41","","","https://www.sportwettentest.net/wettarten-volleyballwetten/","","","89405","2249","18.700296","2","1","40","39","1.47","154","134","11","10","399cbd40b07e920b531b83d379e9067d","0.041","Thu, 20 Dec 2018 18:09:46 GMT","","","https://www.sportwettentest.net/wettarten-volleyballwetten/"
"https://www.sportwettentest.net/wp-content/uploads/2015/07/europa-league-news-02.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","14229","0","0.0","7","","0","0","0.0","0","0","0","0","","0.102","Tue, 01 Sep 2015 14:24:24 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/07/europa-league-news-02.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/Expekt-Wettangebot-2016-SWT.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","11087","0","0.0","3","","0","0","0.0","0","0","0","0","","0.065","Mon, 21 Nov 2016 16:27:54 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/Expekt-Wettangebot-2016-SWT.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2016/12/XTip-Wettkonto-SWT.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","16234","0","0.0","3","","0","0","0.0","0","0","0","0","","0.083","Wed, 21 Dec 2016 16:57:12 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/12/XTip-Wettkonto-SWT.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/06/infografik-wettangebot-big-bet-world-sportwetten-test.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","102100","0","0.0","6","","0","0","0.0","0","0","0","0","","0.179","Sun, 19 Mar 2017 11:40:42 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/06/infografik-wettangebot-big-bet-world-sportwetten-test.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/Tipico-Chat.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","11836","0","0.0","2","","0","0","0.0","0","0","0","0","","0.103","Thu, 08 Sep 2016 17:24:04 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/Tipico-Chat.jpg"
"https://www.sportwettentest.net/betsafe-wettkonto-auszahlungen/","text/html; charset=UTF-8","200","OK","Indexable","","Betsafe Wettkonto Auszahlungen | Sportwetten Test","49","417","Erfahrungsberichte zum Zahlungsverkehr bei Betsafe Sportwetten. Welche Möglichkeiten der Auszahlung bietet ein Betsafe Wettkonto.","129","779","","0","Betsafe Wettkonto Auszahlungen","30","","0","","0","","0","","","https://www.sportwettentest.net/betsafe-wettkonto-auszahlungen/","","","99211","2142","16.194777","2","2","27","18","0.68","121","97","12","11","ddf7b0c24480350bd2b5c122457615b5","0.034","Thu, 20 Dec 2018 18:55:04 GMT","","","https://www.sportwettentest.net/betsafe-wettkonto-auszahlungen/"
"https://www.sportwettentest.net/wettanbieter-news/auslosung-europa-league-zwischenrunde-2017-wettquoten-vergleich/","text/html; charset=UTF-8","200","OK","Indexable","","Auslosung Europa League Zwischenrunde 2017 – Wettquoten Vergleich | Sportwetten Test","84","727","Europa League Zwischenrunde der Saison 2016/2017 mit Gladbach - Florenz und PAOK gegen Schalke 04. Vorschau & Sportwetten Quoten","128","812","","0","Auslosung Europa League Zwischenrunde 2017 – Wettquoten Vergleich","65","","0","About the Author","16","","0","","","https://www.sportwettentest.net/wettanbieter-news/auslosung-europa-league-zwischenrunde-2017-wettquoten-vergleich/","","","82983","1208","10.459973","3","1","15","5","0.19","135","89","14","13","e982e27f04c0ff97497388248e136a19","0.104","Thu, 20 Dec 2018 20:51:53 GMT","","","https://www.sportwettentest.net/wettanbieter-news/auslosung-europa-league-zwischenrunde-2017-wettquoten-vergleich/"
"https://www.sportwettentest.net/wettquoten-formel-eins/","text/html; charset=UTF-8","200","OK","Indexable","","Wettquoten Formel 1 - beste Quoten für Motorsport | Sportwetten Test","68","561","Welche Wettanbieter verfügen über die besten Wettquoten in der Formel 1? Test und Vergleich der Quoten für Formel 1 Wetten","122","734","","0","Wettquoten Formel 1 – beste Quoten für Motorsport","49","","0","Testergebnisse Bereich Formel 1 Wettquoten:","43","","0","","","https://www.sportwettentest.net/wettquoten-formel-eins/","","","92593","1673","12.814143","2","1","13","12","0.45","153","128","14","13","8c27ce4840fd56e8b18de5dd71e5ab66","0.042","Thu, 20 Dec 2018 20:42:48 GMT","","","https://www.sportwettentest.net/wettquoten-formel-eins/"
"https://www.sportwettentest.net/wp-content/uploads/2015/05/Veronika_avatar_1431448902-96x96.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","34573","0","0.0","2","","0","0","0.0","0","0","0","0","","0.081","Tue, 12 May 2015 18:41:42 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/05/Veronika_avatar_1431448902-96x96.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2016/08/comeon-sportwetten-50-50-premier-league-wettbewerb.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","139149","0","0.0","6","","0","0","0.0","0","0","0","0","","0.084","Tue, 23 Aug 2016 13:04:24 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/08/comeon-sportwetten-50-50-premier-league-wettbewerb.png"
"https://www.sportwettentest.net/wp-content/uploads/2017/01/xtip-partner.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","10281","0","0.0","3","","0","0","0.0","0","0","0","0","","0.115","Wed, 18 Jan 2017 10:04:54 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2017/01/xtip-partner.jpg"
"https://www.sportwettentest.net/bundesliga-wetten/wettquoten-werder-bremen-bayer-leverkusen-2018-2019/","text/html; charset=UTF-8","200","OK","Indexable","","Wettquoten Bremen - Leverkusen | Bundesliga Wetten 2018/19","58","505","Wettquoten Bremen - Leverkusen: Quotenvergleich und Sportwetten Analyse zum Bundesliga-Spiel Werder Bremen - Bayer 04 - 9. Spieltag am 28.10.2018.","146","899","","0","Wettquoten Bremen – Leverkusen | Bundesliga Wetten 2018/19","58","","0","Wettquoten Bremen – Leverkusen: Quoten Vergleich","48","About the Author","16","","","https://www.sportwettentest.net/bundesliga-wetten/wettquoten-werder-bremen-bayer-leverkusen-2018-2019/","","","81544","1566","13.250515","4","1","15","5","0.19","124","98","11","10","8d02455b856a9f4040a4564ffecad391","0.069","Fri, 21 Dec 2018 00:23:40 GMT","","","https://www.sportwettentest.net/bundesliga-wetten/wettquoten-werder-bremen-bayer-leverkusen-2018-2019/"
"https://www.sportwettentest.net/betfair-wettquoten-erfahrungen/","text/html; charset=UTF-8","200","OK","Indexable","","Betfair Wettquoten - Test und Erfahrungsbericht | Sportwetten Test","66","536","Die Betfair Wettquoten im Test - umfassender Testbericht und Erfahrungen - wie gut sind die Sportwetten Quoten beim Wettanbieter Betfair?","137","809","","0","Betfair Wettquoten – Test und Erfahrungsbericht","47","","0","Die Wettquoten von Betfair im Sportwetten Test","46","","0","","","https://www.sportwettentest.net/betfair-wettquoten-erfahrungen/","","","81203","1649","14.352918","2","2","15","14","0.53","109","94","12","11","5da63f72107a696079e53f5b9cfeebab","0.124","Fri, 21 Dec 2018 00:58:34 GMT","","","https://www.sportwettentest.net/betfair-wettquoten-erfahrungen/"
"https://www.sportwettentest.net/wp-content/uploads/2018/09/skybet-logo-69x25.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","1809","0","0.0","2","","0","0","0.0","0","0","0","0","","0.121","Tue, 04 Sep 2018 15:07:56 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/09/skybet-logo-69x25.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2017/05/SWT-Sunmaker-Wettschein-2017-204x300.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","15814","0","0.0","3","","0","0","0.0","0","0","0","0","","0.058","Wed, 24 May 2017 17:07:24 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2017/05/SWT-Sunmaker-Wettschein-2017-204x300.jpg"
"https://www.sportwettentest.net/bundesliga-wetten/wettquoten-werder-bremen-bayer-leverkusen-2017-2018/","text/html; charset=UTF-8","200","OK","Indexable","","Wettquoten Bremen - Leverkusen | Bundesliga Wetten 2017/18","58","505","Wettquoten Bremen - Leverkusen: Quotenvergleich und Sportwetten Analyse zum Bundesliga-Spiel SV Werder Bremen gegen Bayer 04 Leverkusen - 33. Spieltag - am 5.5.2018.","165","1022","","0","Wettquoten Werder Bremen – Leverkusen | Bundesliga Wetten 2017/18","65","","0","Wettquoten Bremen – Leverkusen: Quoten Vergleich","48","About the Author","16","","","https://www.sportwettentest.net/bundesliga-wetten/wettquoten-werder-bremen-bayer-leverkusen-2017-2018/","","","80920","1315","11.903114","7","1","10","4","0.15","113","91","19","17","91882c65c1cf29ec37b8e8394b9a527b","0.985","","","","https://www.sportwettentest.net/bundesliga-wetten/wettquoten-werder-bremen-bayer-leverkusen-2017-2018/"
"https://www.sportwettentest.net/wp-content/uploads/2018/11/LeoVegas-Auszeichnungen.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","25090","0","0.0","3","","0","0","0.0","0","0","0","0","","0.142","Thu, 08 Nov 2018 13:38:37 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/11/LeoVegas-Auszeichnungen.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2018/12/icon-schweiz.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","6687","0","0.0","3","","0","0","0.0","0","0","0","0","","0.059","Thu, 06 Dec 2018 14:55:04 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/12/icon-schweiz.png"
"https://www.sportwettentest.net/wm-2018-spiele/daenemark-australien/","text/html; charset=UTF-8","200","OK","Indexable","","Dänemark vs. Australien - Wettquoten WM 2018 Gruppe C | Sportwetten Test","72","620","Die besten Quoten im Vergleich für Dänemark gegen Australien - WM 2018 - 2. Spieltag der Gruppe C am 21.06.2018 auf sportwettentest.net","135","815","","0","Dänemark vs. Australien – Wettquoten WM 2018 Gruppe C","53","","0","Wettquoten Vergleich – Dänemark vs. Australien","46","","0","","","https://www.sportwettentest.net/wm-2018-spiele/daenemark-australien/","","","78333","1358","11.849412","4","1","5","5","0.19","126","96","11","10","18ebe2b3116e0018d028d1092f592b6","3.815","","","","https://www.sportwettentest.net/wm-2018-spiele/daenemark-australien/"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/skrill.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","1810","0","0.0","2","","0","0","0.0","0","0","0","0","","0.028","Sun, 07 Feb 2016 18:42:12 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/skrill.png"
"https://www.sportwettentest.net/wp-content/uploads/2016/05/em-2016-tuerkei-kroatien.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","71201","0","0.0","4","","0","0","0.0","0","0","0","0","","0.119","Mon, 06 Jun 2016 12:02:36 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/05/em-2016-tuerkei-kroatien.jpg"
"https://www.sportwettentest.net/wettarten/","text/html; charset=UTF-8","200","OK","Indexable","","Die verschiedenen Wettarten bei Sportwetten | sportwettentest.net","65","530","Welche Wettarten gibt es bei Sportwetten, wodurch unterscheiden sich die einzelnen Wettmöglichkeiten beim Wettanbieter?","119","720","","0","Die verschiedenen Wettarten bei Sportwetten","43","","0","","0","","0","","","https://www.sportwettentest.net/wettarten/","","","74475","1002","10.399463","1","58","2638","2538","95.38","146","128","14","13","c265e59dafb669f74eae5bf0307a9ef2","0.098","Thu, 20 Dec 2018 15:35:48 GMT","","","https://www.sportwettentest.net/wettarten/"
"https://www.sportwettentest.net/wp-content/uploads/2018/05/Leo-Vegas-Pokal-Zeitpunkt-des-Sieges.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","4569","0","0.0","6","","0","0","0.0","0","0","0","0","","0.072","Fri, 18 May 2018 13:17:41 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/05/Leo-Vegas-Pokal-Zeitpunkt-des-Sieges.png"
"https://www.sportwettentest.net/interwetten-mobile-wetten/","text/html; charset=UTF-8","200","OK","Indexable","","Interwetten Mobile Wetten - die Wett-App von Interwetten | Sportwetten Test","75","607","Wie gut ist die mobile Sportwetten App von Interwetten? Test und Erfahrungen rund um das Thema Mobil Wetten bei Interwetten","123","738","","0","Interwetten Mobile Wetten – die Wett-App von Interwetten","56","","0","Testbericht zu den mobilen Wetten von Interwetten","49","","0","","","https://www.sportwettentest.net/interwetten-mobile-wetten/","","","87086","1689","14.776198","2","2","20","18","0.68","116","96","11","10","3e70944ea4d1d7355492998ad48aa93f","0.032","Thu, 20 Dec 2018 17:09:20 GMT","","","https://www.sportwettentest.net/interwetten-mobile-wetten/"
"https://www.sportwettentest.net/wp-content/uploads/2015/04/interwetten-presseportal.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","371403","0","0.0","3","","0","0","0.0","0","0","0","0","","0.19","Mon, 15 Aug 2016 14:40:10 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2015/04/interwetten-presseportal.png"
"https://www.sportwettentest.net/wp-content/uploads/2016/02/em-2016-fan-deutschland-250x250.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","17552","0","0.0","2","","0","0","0.0","0","0","0","0","","0.131","Tue, 23 Feb 2016 11:51:26 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/02/em-2016-fan-deutschland-250x250.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2016/05/french-open-einzel-sieger-stand-2016.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","70650","0","0.0","7","","0","0","0.0","0","0","0","0","","0.395","Wed, 18 May 2016 08:17:46 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2016/05/french-open-einzel-sieger-stand-2016.jpg"
"https://www.sportwettentest.net/wp-content/uploads/2014/01/bet-at-home_livecenter.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","32402","0","0.0","3","","0","0","0.0","0","0","0","0","","0.04","Tue, 01 Sep 2015 14:29:56 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2014/01/bet-at-home_livecenter.jpg"
"https://www.sportwettentest.net/champions-league-wetten/juventus-turin-as-monaco-wettquoten-champions-league-2017/","text/html; charset=UTF-8","200","OK","Indexable","","Juventus Turin vs. AS Monaco Wettquoten - Champions League 2017 | Sportwetten Test","82","710","Wettquoten Vergleich und Vorschau Champions League 2016/17 - Halbfinale Rückspiel: Juventus Turin gegen AS Monaco - die Quoten der Wettanbieter","143","879","","0","Juventus Turin vs. AS Monaco Wettquoten – Champions League 2017","63","","0","About the Author","16","","0","","","https://www.sportwettentest.net/champions-league-wetten/juventus-turin-as-monaco-wettquoten-champions-league-2017/","","","80575","1373","12.079429","4","1","12","5","0.19","113","92","14","13","c61afe7e4c82f4bc4f82c0f192295f21","0.47","","","","https://www.sportwettentest.net/champions-league-wetten/juventus-turin-as-monaco-wettquoten-champions-league-2017/"
"https://www.sportwettentest.net/wp-content/uploads/2018/10/swt-royal-baby-haarfarbe-betfair.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","12146","0","0.0","4","","0","0","0.0","0","0","0","0","","0.058","Wed, 17 Oct 2018 15:00:12 GMT","","","https://www.sportwettentest.net/wp-content/uploads/2018/10/swt-royal-baby-haarfarbe-betfair.jpg"
